string,title,year,citations,source_db,doi,abstract
Terciaria,DiffDis: Empowering Generative Diffusion Model with Cross-Modal Discrimination Capability,2023,9,Scopus,10.1109/iccv51070.2023.01440,"Recently, large-scale diffusion models, e.g., Stable diffusion and DallE2, have shown remarkable results on image synthesis. On the other hand, large-scale cross-modal pre-trained models (e.g., CLIP, ALIGN, and FILIP) are competent for various downstream tasks by learning to align vision and language embeddings. In this paper, we explore the possibility of jointly modeling generation and discrimination. Specifically, we propose DiffDis to unify the cross-modal generative and discriminative pretraining into one single framework under the diffusion process. DiffDis first formulates the image-text discriminative problem as a generative diffusion process of the text embedding from the text encoder conditioned on the image. Then, we propose a novel dual-stream network architecture, which fuses the noisy text embedding with the knowledge of latent images from different scales for image-text discriminative learning. Moreover, the generative and discriminative tasks can efficiently share the image-branch network structure in the multi-modality model. Benefiting from diffusion-based unified training, DiffDis achieves both better generation ability and cross-modal semantic alignment in one architecture. Experimental results show that DiffDis outperforms single-task models on both the image generation and the image-text discriminative tasks, e.g., 1.65% improvement on average accuracy of zero-shot classification over 12 datasets and 2.42 improvement on FID of zero-shot image synthesis. © 2023 IEEE."
Terciaria,Data Quality Estimation Via Model Performance: Machine Learning as a Validation Tool,2023,4,Scopus,10.3233/shti230508,"In our recent study, the attempt to classify neurosurgical operative reports into routinely used expert-derived classes exhibited an F-score not exceeding 0.74. This study aimed to test how improving the classifier (target variable) affected the short text classification with deep learning on real-world data. We redesigned the target variable based on three strict principles when applicable: pathology, localization, and manipulation type. The deep learning significantly improved with the best result of operative report classification into 13 classes (accuracy = 0.995, F1 = 0.990). Reasonable text classification with machine learning should be a two-way process: the model performance must be ensured by the unambiguous textual representation reflected in corresponding target variables. At the same time, the validity of human-generated codification can be inspected via machine learning. © 2023 The authors and IOS Press."
Terciaria,Curriculum learning and evolutionary optimization into deep learning for text classification,2023,3,Scopus,10.1007/s00521-023-08632-8,"The exponential growth of social networks has given rise to a wide variety of content. Some social content violates the integrity and dignity of users, therefore, this task has become challenging. The need to deal with short texts, poorly written language, unbalanced classes, and non-thematic aspects. These can lead to overfitting in deep neural network (DNN) models used for classification tasks. Empirical evidence in previous studies indicates that some of these problems can be overcome by improving the optimization process of the DNN weights to avoid overfitting. Moreover, a well-defined learning process in the input examples could improve the order of the patterns learned throughout the optimization process. In this paper, we propose four Curriculum Learning strategies and a new Hybrid Genetic–Gradient Algorithm that proved to improve the performance of DNN models detecting the class of interest even in highly imbalanced datasets. © 2023, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature."
Terciaria,Deep Convolutional Neural Network and Character Level Embedding for DGA Detection,2024,5,Scopus,10.5220/0012605700003690,"Domain generation algorithms (DGA) are algorithms that generate domain names commonly used by botnets and malware to maintain and obfuscate communication between a botclient and command and control (C2) servers. In this work, a method is proposed to detect DGAs based on the classification of short texts, highlighting the use of character-level embedding in the neural network input to obtain meta-features related to the morphology of domain names. A convolutional neural network structure has been used to extract new meta-features from the vectors provided by the embedding layer. Furthermore, relu layers have been used to zero out all non-positive values, and maxpooling layers to analyze specific parts of the obtained meta-features. The tests have been carried out using the Majestic Million dataset for examples of legitimate domains and the NetLab360 dataset for examples of DGA domains, composed of around 56 DGA families. The results obtained have an average accuracy of 99.12% and a precision rate of 99.33%. This work contributes with a natural language processing (NLP) approach to DGA detection, presents the impact of using character-level embedding, relu and maxpooling on the results obtained, and a DGA detection model based on deep neural networks, without feature engineering, with competitive metrics. © 2024 by SCITEPRESS – Science and Technology Publications, Lda."
Terciaria,BERT-TriF: An inductive short text classification model for power equipment defect records,2023,6,Scopus,10.1002/eng2.12671,"The descriptions of power equipment defect records are often characterized by colloquial short texts. Standardized classification of a large number of colloquial defect descriptions has laid a solid foundation for building a power equipment knowledge graph and improving the level of intelligence in the field of power inspection. Using deep learning and natural language processing technology, this paper proposes a text classification model for power equipment defect records named Bidirectional Encoder Representations from Transformers with Family Feature Fusion (BERT-TriF). The model firstly leverages BERT to semantically represent the input text. To extract family history as well as text implicit information, we creatively propose a family feature fusion algorithm for training. An improved multi-head attention mechanism is developed subsequently to enhance text semantic category features and strengthen the learning ability of the model. By comparing BERT-TriF and baseline models such as TextCNN, TextRNN, and fastText on the specified and generic text dataset, the experimental results demonstrate that it has better performance, robustness, and universality for short text classification. © 2023 The Authors. Engineering Reports published by John Wiley & Sons Ltd."
Terciaria,Semi-supervised Classification for Short Text Based on Multi-grained Graphs and Attention Mechanism,2024,2,Scopus,10.19678/j.issn.1000-3428.0066475,"Sparse and fuzzy semantics, insufficient information, and irregular expressions in short texts pose great challenges to short text classification tasks. Moreover, the existing short text classification methods ignore the interactive information between terms, and implicit semantics cannot be fully exploited; therefore, they are classified inefficiently. To address these problems, a semi-supervised short text classification method based on multi-grained graphs and attention mechanism, named MgGAt, is proposed. Two types of graphs are constructed based on word and text granularities, and semantic information is fully mined to perform classification task. First, the model builds a word-level graph, captures word embeddings, and learns the feature representations of a short text. Specifically, intra- and inter-hop attention are introduced on a word-level graph to effectively extract highorder information from various semantic perspectives that are hidden in word terms and obtain word embeddings with rich semantics. Simultaneously, a pooling strategy is designed according to the characteristics of the word embeddings, which are aggregated into text vectors. Thereafter, a text-level graph is constructed, and with the help of part of the labeled information, the advantage of the Graph Neural Network(GNN) is used to perform label propagation and reasoning on the graph to achieve semi-supervised short text classification. Experimental results on four public datasets demonstrate that, compared with baseline models, the classification accuracy and F1 value of the proposed MgGAt increased by 1.18 and 1.37 percentage points respectively, on average, resulting in better classification performance. © 2024, Editorial Office of Computer Engineering. All rights reserved."
Terciaria,A Hybrid Semantic Enrichment Approach for Multi-Label Toxic Speech Detection,2025,3,Scopus,10.18280/ijsse.150310,"The rapid growth of digital communication has facilitated the spread of toxic speech, which can harm individuals or communities and often appears across multiple nuanced categories. These categories are difficult to detect in short texts due to semantic ambiguity, limited context, and label dependencies. This study introduces a Hybrid Semantic Enrichment with Convolutional Neural Network (HSE-CNN) approach to enhance multilabel toxic speech classification. The HSE-CNN model leverages semantic enrichment techniques such as back translation, text expansion, word sense disambiguation (WSD), and semantic similarity mapping to enrich the contextual meaning of input texts. Using an Indonesian social media dataset containing 13,169 entries labeled with 12 toxic speech categories, we conducted a series of experiments involving preprocessing, semantic enrichment, and classification using various deep learning models. The optimal configuration includes a learning rate of 0.001, batch size of 16, and training for 30 epochs. Our proposed model achieved an F1-score of 80%, accuracy of 93%, and AUC of 91%, demonstrating its superiority over non-enriched models. Compared to baseline models such as BiLSTM and BiGRU, the HSE-CNN yields a 6.7% improvement in accuracy and a 4.5% improvement in F1-score. These findings suggest that HSE-CNN offers a promising solution for toxic speech detection systems, especially in resource-limited languages, with potential applications in digital content moderation, online safety initiatives, and public awareness enhancement. ©2025 The authors."
Terciaria,Cost-effective data classification storage through text seasonal features,2024,4,Scopus,10.1016/j.future.2024.04.061,"Data classification storage has emerged as an effective strategy, harnessing the diverse performance attributes of storage devices and orchestrating a harmonious equilibrium between energy consumption, cost considerations, and user accessibility. As research on emerging storage media (e.g. Non-Volatile Memory (NVM)) delves deeper, in scenarios characterized by dynamically evolving storage demands, conventional paradigms of rigid classification strategy and Solid-State Drive (SSD) and Hard Disk Drive (HDD) storage architectures fall short of addressing such complex situations. In this paper, we propose an effective data classification storage method using text seasonal features based on the traditional access frequency analysis strategy. First, to procure richer semantic information, we employ external knowledge actualizing the short-text feature expansion. Then, we leverage the ensemble learning stacking method optimized models to improve the accuracy of data classification based on seasonal features. Additionally, following the seasonal feature, we further classify the data into hot, warm, and cold and place them separately on the NVM, SSD, and HDD, which conserves storage energy consumption and operational costs while ensuring the quality of user access. The experimental results demonstrate that data classification accuracy can reach more than 95.10%, and the energy consumption and operating cost can be reduced by more than 30.22% and 8.73%, respectively. © 2024 Elsevier B.V."
Terciaria,Imbalanced Text Sentiment Classification Based on Multi-Channel BLTCN-BLSTM Self-Attention,2023,20,Scopus,10.3390/s23042257,"With the continuous expansion of the field of natural language processing, researchers have found that there is a phenomenon of imbalanced data distribution in some practical problems, and the excellent performance of most methods is based on the assumption that the samples in the dataset are data balanced. Therefore, the imbalanced data classification problem has gradually become a problem that needs to be studied. Aiming at the sentiment information mining of an imbalanced short text review dataset, this paper proposed a fusion multi-channel BLTCN-BLSTM self-attention sentiment classification method. By building a multi-channel BLTCN-BLSTM self-attention network model, the sample after word embedding processing is used as the input of the multi-channel, and after fully extracting features, the self-attention mechanism is fused to strengthen the sentiment to further fully extract text features. At the same time, focus loss rebalancing and classifier enhancement are combined to realize text sentiment predictions. The experimental results show that the optimal F1 value is up to 0.893 on the Chnsenticorp-HPL-10,000 corpus. The comparison and ablation of experimental results, including accuracy, recall, and F1-measure, show that the proposed model can fully integrate the weight of emotional feature words. It effectively improves the sentiment classification performance of imbalanced short-text review data. © 2023 by the authors."
Terciaria,A convolutional neural network for traffic information sensing from social media text,2017,18,Scopus,10.1109/itsc.2017.8317650,"Mining social media data to obtain traffic relevant information is an emerging topic due to the real-time and ubiquitous features of social media. In this paper, we focus on a specific issue in social media mining that concerns to extract traffic relevant microblogs from the Sina Weibo platform, which is the first and essential step to further extract detailed traffic information, such as the location of a traffic incident. It is transformed into a machine learning problem of short text classification. We employ deep neural networks to classify microblogs into traffic relevant and traffic irrelevant ones. More specifically, we firstly adopt the continuous bag-of-word (CBOW) model to learn word embedding representations based on the dataset of three billion unlabeled microblogs. Next we use a convolutional neural network (CNN) to learn the abstract features of traffic relevant and traffic irrelevant microblogs. The key advances in this paper are: use of semantics of words and deployment of deep neural networks to extract traffic information from social media text. Experiments show that the proposed deep learning method has superior performance over support vector machine (SVM) based method and multi-layer perceptron (MLP) based method. © 2017 IEEE."
Terciaria,"Problematic Webpage Identification: A Trilogy of Hatespeech, Search Engines and GPT",2023,2,Scopus,,"In this paper, we introduce a fine-tuned transformer-based model focused on problematic webpage classification to identify webpages promoting hate and violence of various forms. Due to the unavailability of labelled problematic webpage data, first we propose a novel webpage data collection strategy which leverages well-studied short-text hate speech datasets. We have introduced a custom GPT-4 few-shot prompt annotation scheme taking various webpage features to label the prohibitively expensive webpage annotation task. The resulting annotated data is used to build our problematic webpage classification model. We report the accuracy (87.6% F1-score) of our webpage classification model and conduct a detailed comparison of it against other state-of-the-art hate speech classification model on problematic webpage identification task. Finally, we have showcased the importance of various webpage features in identifying a problematic webpage. © 2023 Association for Computational Linguistics."
Terciaria,Building semantic user profile for Polish Web News Portal,2018,3,Scopus,10.7494/csci.2018.19.3.2753,"The aim of this research is to construct meaningful user profiles that are the most descriptive of user interests in the context of the media content that they browse. We use two distinct state-of-the-art numerical text-representation techniques: LDA topic modeling and Word2Vec word embeddings. We train our models on the collection of news articles in Polish and compare them with a model built on a general language corpus. We compare the performance of these algorithms on two practical tasks. First, we perform a qualitative analysis of the semantic relationships for similar article retrieval, and then we evaluate the predictive performance of distinct feature combinations for user gender classification. We apply the algorithms to the real-world dataset of Polish news service Onet. Our results show that the choice of text representation depends on the task -Word2Vec is more suitable for text comparison, especially for short texts such as titles. In the gender classification task, the best performance is obtained with a combination of features: topics from the article text and word embeddings from the title. © AGH University of Science and Technology Press."
Terciaria,Outlier detection for improved data quality and diversity in dialog systems,2019,39,Scopus,,"In a corpus of data, outliers are either errors: mistakes in the data that are counterproductive, or are unique: informative samples that improve model robustness. Identifying outliers can lead to better datasets by (1) removing noise in datasets and (2) guiding collection of additional data to fill gaps. However, the problem of detecting both outlier types has received relatively little attention in NLP, particularly for dialog systems. We introduce a simple and effective technique for detecting both erroneous and unique samples in a corpus of short texts using neural sentence embeddings combined with distance-based outlier detection. We also present a novel data collection pipeline built atop our detection technique to automatically and iteratively mine unique data samples while discarding erroneous samples. Experiments show that our outlier detection technique is effective at finding errors while our data collection pipeline yields highly diverse corpora that in turn produce more robust intent classification and slot-filling models. © 2019 Association for Computational Linguistics"
Terciaria,Detection of Toxic Language in Short Text Messages,2020,13,Scopus,10.1007/978-3-030-60276-5_31,"The ever-increasing online communication landscape provides circumstances for people with significant differences in their views to cross paths unlike it was ever possible before. This leads to the raise of toxicity in online comments and discussions and makes the development of means to detect instances of such phenomenon critically important. The toxic language detection problem is fairly researched and some solutions produce highly accurate predictions when significantly large datasets are available for training. However, such datasets are not always available for various languages. In this paper, we review different ways to approach the problem targeting transferring knowledge from one language to another: machine translation, multi-lingual models, and domain adaptation. We also focus on the analysis of methods for word embedding such as Word2Vec, FastText, GloVe, BERT, and methods for classification of toxic comment: Naïve Bayes, Random Forest, Logistic regression, Support Vector Machine, Majority vote, and Recurrent Neural Networks. We demonstrate that for small datasets in the Russian language, traditional machine-learning techniques produce highly competitive results on par with deep learning methods, and also that machine translation of the dataset to the English language produces more accurate results than multi-lingual models. © 2020, Springer Nature Switzerland AG."
Terciaria,The Classification of Scientific Abstracts Using Text Statistical Features,2022,5,Scopus,10.3233/shti220075,"Automated abstracts classification could significantly facilitate scientific literature screening. The classification of short texts could be based on their statistical properties. This research aimed to evaluate the quality of short medical abstracts classification primarily based on text statistical features. Twelve experiments with machine learning models over the sets of text features were performed on a dataset of 671 article abstracts. Each experiment was repeated 300 times to estimate the classification quality, ending up with 3600 tests total. We achieved the best result (F1 = 0.775) using a random forest machine learning model with keywords and three-dimensional Word2Vec embeddings. The classification of scientific abstracts might be implemented using straightforward and computationally inexpensive methods presented in this paper. The approach we described is expected to facilitate literature selection by researchers. © 2022 International Medical Informatics Association (IMIA) and IOS Press."
Terciaria,DeBERTa-based framework for detecting machine-generated content on social media: a comparative study,2026,3,Scopus,10.1186/s40537-025-01349-6,"Machine-generated text, particularly deepfake content, presents substantial challenges for social media platforms. Detecting such content is crucial to maintaining trust and preventing misinformation. This study addresses the identification of machine-generated textual content on social media platforms. Specifically, we focus on short texts (e.g., tweets) by creating an intelligent framework to combat disinformation using the fake news detection framework, which employs the DeBERTaV3 model, the TweepFake dataset, and the PHEME dataset. The framework analyzes tweets and social media posts to determine whether a human or a bot account (machine-generated text) created the text. The efficacy of the suggested model is evaluated against various deep learning frameworks, including BERT, RoBERTa, SVM-RBF, random forest, SVM, CNN, and LSTM. Findings reveal that the fake news detection performance accuracy is 97.12%, signifying that the proposed model demonstrates exceptional performance and high accuracy. Experimental findings indicate that the DeBERTa architecture’s design, along with data preprocessing techniques and embedding methods, facilitates efficient and effective tweet classification, enabling the identification of whether a tweet is generated by a human or a bot account. The scalability and computational efficiency of fake news detection are evaluated against those of other models. © The Author(s) 2026."
Terciaria,Multimodal deep networks for text and image-based document classification,2020,75,Scopus,10.1007/978-3-030-43823-4_35,"Classification of document images is a critical step for accelerating archival of old manuscripts, online subscription and administrative procedures. Computer vision and deep learning have been suggested as a first solution to classify documents based on their visual appearance. However, achieving the fine-grained classification that is required in real-world setting cannot be achieved by visual analysis alone. Often, the relevant information is in the actual text content of the document, although this text is not available in digital form. In this work, we introduce a novel pipeline based on off-the-shelf architectures to deal with document classification by taking into account both text and visual information. We design a multimodal neural network that is able to learn both the image and from word embeddings, computed on noisy text extracted by OCR. We show that this approach allows us to improve single-modality classification accuracy by several points on the small Tobacco3482 and large RVL-CDIP datasets, even without clean text information. We release a post-OCR text classification (https://github.com/Quicksign/ocrized-text-dataset) that complements the Tobacco3482 and RVL-CDIP ones to encourage researchers to look into multi-modal text/image classification. © Springer Nature Switzerland AG 2020."
Secundaria,End-to-end entity extraction from OCRed texts using summarization models,2024,3,Scopus,10.1007/s00521-024-10422-9,
Secundaria,Adaptive edit-distance and regression approach for Post-OCR text correction,2018,17,Scopus,10.1007/978-3-030-04257-8_29,
Secundaria,Error correction for information retrieval of czech documents,2018,0,Scopus,10.5220/0006661906300634,
Secundaria,Automatic Hindi OCR Error Correction Using MLM-BERT,2024,3,Scopus,10.18280/isi.290223,
Secundaria,A Lightweight Approach to a Giga-Corpus of Historical Periodicals: The Story of a Slovenian Historical Newspaper Collection,2024,3,Scopus,,
Secundaria,Incorporating spatial context for post-OCR in map images,2022,3,Scopus,10.1145/3557918.3565864,
Secundaria,NEKO: Cross-Modality Post-Recognition Error Correction with Tasks-Guided Mixture-of-Experts Language Model,2025,1,Scopus,10.18653/v1/2025.acl-industry.17,
Secundaria,Survey of Post-OCR Processing Approaches,2022,211,Scopus,10.1145/3453476,
Secundaria,Analysis of Recent Deep Learning Techniques for Arabic Handwritten-Text OCR and Post-OCR Correction,2023,46,Scopus,10.3390/app13137568,
Secundaria,Handwritten Code Recognition for Pen-and-Paper CS Education,2024,5,Scopus,10.1145/3657604.3662027,
Secundaria,Cleaning Dirty Books: Post-OCR Processing for Previously Scanned Texts,2021,7,Scopus,10.18653/v1/2021.findings-emnlp.356,
Secundaria,A Framework and Dataset for Contextual Post-OCR Correction,2026,0,Scopus,10.1145/3815575,
Secundaria,Historical Ink: 19th Century Latin American Spanish Newspaper Corpus with LLM OCR Correction,2024,2,Scopus,,
Secundaria,Word-Level Hindi OCR Correction Using Confusion-Aware Candidates and RoBERTa Re-ranking,2026,0,Scopus,10.1007/978-3-032-18480-1_70,
Secundaria,Cost-Aware Human-LLM Collaboration for Post-OCR Corrections in Swiss Historical Newspapers,2026,0,Scopus,10.1145/3820755.3832797,
Secundaria,Correcting noisy OCR: Context beats confusion,2014,55,Scopus,10.1145/2595188.2595200,
Secundaria,OCR Cleaning of Scientific Texts with LLMs,2024,2,Scopus,10.1007/978-3-031-65794-8_4,
Secundaria,Leveraging LLMs for Post-OCR Correction of Historical Newspapers,2024,40,Scopus,,
Secundaria,"15th IAPR International Workshop on Document Analysis Systems, DAS 2022",2022,0,Scopus,,
Secundaria,A filter based post-OCR accuracy boost system,2004,12,Scopus,10.1145/1031442.1031446,
Secundaria,A Clustering-Based Social Media Analysis Framework for Disaster Management: A Case Study of the 2023 Kahramanmaraş/Türkiye Earthquakes,2026,0,Scopus,10.3390/app16115318,
Secundaria,Reference-Based Post-OCR Processing with LLM for Precise Diacritic Text in Historical Document Recognition,2025,5,Scopus,10.1609/aaai.v39i27.35012,
Secundaria,Information extraction framework for spanish notarized documents using end-to-end data,2025,0,Scopus,10.1007/s10506-025-09496-0,
Secundaria,Raqim: A Hybrid Framework for Arabic OCR Correction Using Dictionary-Based Methods and Large Language Models,2026,0,Scopus,10.1016/j.procs.2026.01.058,
Secundaria,Scrambled text: fine-tuning language models for OCR error correction using synthetic data,2025,2,Scopus,10.1007/s10032-025-00522-0,
Secundaria,Transfer learning for historical corpora: An assessment on post-OCR correction and named entity recognition,2020,10,Scopus,,
Secundaria,Labeling Document Images for E-Commence Products with Tree-Based Segment Re-organizing and Hierarchical Transformer,2021,0,Scopus,10.1007/978-3-030-86159-9_31,
Secundaria,Effect of OCR error correction on Arabic retrieval,2008,13,Scopus,10.1007/s10791-008-9055-y,
Secundaria,Post-OCR Correction with OpenAI’s GPT Models on Challenging English Prosody Texts,2024,11,Scopus,10.1145/3685650.3685669,
Secundaria,Transformer-Based Neural Machine Translation for Post-OCR Error Correction in Cursive Text,2023,8,Scopus,10.1007/978-3-031-41501-2_6,
Secundaria,Error correction vs. query garbling for Arabic OCR document retrieval,2007,5,Scopus,10.1145/1292591.1292596,
Secundaria,Ensuring an Error-Free Transcription on a Full Engineering Tags Dataset Through Unsupervised Post-OCR Methods,2023,0,Scopus,10.1007/978-3-031-41734-4_6,
Secundaria,A Benchmark and Dataset for Post-OCR text correction in Sanskrit,2022,6,Scopus,10.18653/v1/2022.findings-emnlp.418,
Secundaria,"Legacy fossil records extraction, analysis and contextualization using Generative AI",2026,0,Scopus,10.3997/2214-4609.202639011,
Secundaria,Using SMT for OCR Error Correction of historical texts,2016,63,Scopus,,
Secundaria,PortOldBERT: Portuguese Historical Language Models,2026,0,Scopus,10.18653/v1/2026.eacl-long.123,
Secundaria,Neural machine translation with bert for post-ocr error detection and correction,2020,58,Scopus,10.1145/3383583.3398605,
Secundaria,Boosting Document Image Translation via Layout-Aware Semantic Paragraph Clustering,2026,0,Scopus,10.1007/978-981-95-5676-2_9,
Secundaria,"14th International Symposium on Information and Communication Technology, SOICT 2025",2027,0,Scopus,,
Secundaria,A method for text line aggregation based on the BERT structure,2024,1,Scopus,10.1117/12.3050039,
Secundaria,Benchmarking post-processing techniques for offline Arabic text recognition system,2017,0,Scopus,10.1007/978-3-319-52941-7_27,
Secundaria,Opportunities and Challenges of LLMs as Post-OCR Correctors,2025,1,Scopus,10.15439/2025f4697,
Secundaria,JaPOC: Japanese Post-OCR Correction Benchmark Using Vouchers,2025,1,Scopus,10.1007/978-981-96-0125-7_3,
Secundaria,Post-OCR Correction of Digitized Swedish Newspapers with ByT5,2024,6,Scopus,,
Secundaria,Japanese OCR error correction using character shape similarity and statistical language model,1998,16,Scopus,10.3115/980432.980721,
Secundaria,"Arabic OCR error correction using character segment correction, language modeling, and shallow morphology",2006,33,Scopus,10.3115/1610075.1610132,
Secundaria,Post-ocr text correction for Bulgarian historical documents,2025,5,Scopus,10.1007/s00799-025-00415-x,
Secundaria,Effective Synthetic Data and Test-Time Adaptation for OCR Correction,2024,10,Scopus,10.18653/v1/2024.emnlp-main.862,
Secundaria,Fine-Tuning OCR Error Detection and Correction in a Polish Corpus of Scientific Abstracts,2022,0,Scopus,10.1007/978-981-19-8234-7_35,
Secundaria,A Proposal of Post-OCR Spelling Correction Using Monolingual Byte-level Language Models,2025,3,Scopus,10.1145/3704268.3748673,
Secundaria,Unsupervised Multi-View Post-OCR Error Correction With Language Models,2021,15,Scopus,10.18653/v1/2021.emnlp-main.680,
Terciaria,"Short Text Topic Modeling Techniques, Applications, and Performance: A Survey",2022,240,IEEE,,
Terciaria,Semantic-Emotion Neural Network for Emotion Recognition From Text,2019,216,IEEE,,
Terciaria,Light Gradient Boosting Machine for General Sentiment Classification on Short Texts: A Comparative Evaluation,2020,165,IEEE,,
Terciaria,A Long-Text Classification Method of Chinese News Based on BERT and CNN,2022,139,IEEE,,
Terciaria,Deep Learning approach for sentiment analysis of short texts,2017,137,IEEE,,
Terciaria,Deep Multimodal Learning for Affective Analysis and Retrieval,2015,136,IEEE,,
Terciaria,DEA-RNN: A Hybrid Deep Learning Approach for Cyberbullying Detection in Twitter Social Media Platform,2022,119,IEEE,,
Terciaria,Document-Level Text Classification Using Single-Layer Multisize Filters Convolutional Neural Network,2020,92,IEEE,,
Terciaria,Detecting Traffic Information From Social Media Texts With Deep Learning Approaches,2019,91,IEEE,,
Terciaria,A Comparison of Semantic Similarity Methods for Maximum Human Interpretability,2019,87,IEEE,,
Terciaria,Who Am I? Personality Detection Based on Deep Learning for Texts,2018,85,IEEE,,
Terciaria,Aspect-Level Drug Reviews Sentiment Analysis Based on Double BiGRU and Knowledge Transfer,2020,74,IEEE,,
Terciaria,Application of Deep Learning to Sentiment Analysis for recommender system on cloud,2017,63,IEEE,,
Terciaria,Text Sentiment Analysis of Douban Film Short Comments Based on BERT-CNN-BiLSTM-Att Model,2024,63,IEEE,,
Terciaria,A Novel Capsule Based Hybrid Neural Network for Sentiment Classification,2019,49,IEEE,,
Terciaria,An Intelligent Hybrid Neural Collaborative Filtering Approach for True Recommendations,2023,49,IEEE,,
Terciaria,Multi-Label Classification of Microblogging Texts Using Convolution Neural Network,2019,49,IEEE,,
Terciaria,Analysis of Railway Accidents' Narratives Using Deep Learning,2018,48,IEEE,,
Terciaria,Compositional Recurrent Neural Networks for Chinese Short Text Classification,2016,47,IEEE,,
Terciaria,Review of Graph Neural Network in Text Classification,2021,47,IEEE,,
Terciaria,Smart Contract Classification With a Bi-LSTM Based Approach,2020,44,IEEE,,
Terciaria,Understanding Short Texts through Semantic Enrichment and Hashing,2016,44,IEEE,,
Terciaria,Topic Modeling for Short Texts via Word Embedding and Document Correlation,2020,41,IEEE,,
Terciaria,A Comparative Study on Embedding Models for Keyword Extraction Using KeyBERT Method,2023,38,IEEE,,
Terciaria,Improving Term Weighting Schemes for Short Text Classification in Vector Space Model,2019,35,IEEE,,
Terciaria,SAKG-BERT: Enabling Language Representation With Knowledge Graphs for Chinese Sentiment Analysis,2021,32,IEEE,,
Terciaria,Leveraging Conceptualization for Short-Text Embedding,2018,31,IEEE,,
Terciaria,Research on Text Classification Method Based on LSTM Neural Network Model,2021,29,IEEE,,
Terciaria,Emotion Classification in Texts Over Graph Neural Networks: Semantic Representation is Better Than Syntactic,2023,28,IEEE,,
Terciaria,Exploring Consumption Intent in Live E-Commerce Barrage: A Text Feature-Based Approach Using BERT-BiLSTM Model,2024,28,IEEE,,
Terciaria,From Bag-of-Words to Transformers: A Comparative Study for Text Classification in Healthcare Discussions in Social Media,2025,28,IEEE,,
Terciaria,UESTS: An Unsupervised Ensemble Semantic Textual Similarity Method,2019,27,IEEE,,
Terciaria,BiLSTM Model With Attention Mechanism for Sentiment Classification on Chinese Mixed Text Comments,2023,26,IEEE,,
Terciaria,Sentiment Classification for Chinese Text Based on Interactive Multitask Learning,2020,26,IEEE,,
Terciaria,An Automatic Sentiment Analysis Method for Short Texts Based on Transformer-BERT Hybrid Model,2024,25,IEEE,,
Terciaria,Graph Convolutional Network Based on Multi-Head Pooling for Short Text Classification,2022,25,IEEE,,
Terciaria,Stress Detection from Social Media Articles: New Dataset Benchmark and Analytical Study,2022,25,IEEE,,
Terciaria,Text Classification Research Based on Bert Model and Bayesian Network,2019,25,IEEE,,
Terciaria,Topic Modeling of Short Texts: A Pseudo-Document View With Word Embedding Enhancement,2023,25,IEEE,,
Terciaria,Adaptive Dense Ensemble Model for Text Classification,2022,24,IEEE,,
Terciaria,A BERT Based Approach to Measure Web Services Policies Compliance With GDPR,2021,23,IEEE,,
Terciaria,An Effective Spam Message Detection Model using Feature Engineering and Bi-LSTM,2022,20,IEEE,,
Terciaria,DICE: Deep Intelligent Contextual Embedding for Twitter Sentiment Analysis,2019,20,IEEE,,
Terciaria,Feature-Enhanced Nonequilibrium Bidirectional Long Short-Term Memory Model for Chinese Text Classification,2020,20,IEEE,,
Terciaria,Language Independent Sentiment Analysis,2020,20,IEEE,,
Terciaria,Long Document Classification From Local Word Glimpses via Recurrent Attention Learning,2019,20,IEEE,,
Terciaria,Research on Short Text Classification Based on RoBERTa-TextRCNN,2021,20,IEEE,,
Terciaria,Enhancing User Experience on Q&A Platforms: Measuring Text Similarity Based on Hybrid CNN-LSTM Model for Efficient Duplicate Question Detection,2024,19,IEEE,,
Terciaria,Generating Semantically Similar and Human-Readable Summaries With Generative Adversarial Networks,2019,19,IEEE,,
